label,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,ttr,herdan_index,yule_index,function_words_ratio,avg_punctuation_per_sentence,avg_tree_depth,char_entropy,word_entropy,flesch_kincaid_grade,gunning_fog_index,word_repetition_frequency,pos_ratio_ADJ,pos_ratio_ADP,pos_ratio_ADV,pos_ratio_AUX,pos_ratio_CCONJ,pos_ratio_DET,pos_ratio_INTJ,pos_ratio_NOUN,pos_ratio_NUM,pos_ratio_PART,pos_ratio_PRON,pos_ratio_PROPN,pos_ratio_PUNCT,pos_ratio_SCONJ,pos_ratio_SYM,pos_ratio_VERB,pos_ratio_X,pos_ratio_SPACE
0,1294,159,6,6.880503144654088,26.5,0.7610062893081762,0.9461197833441272,63.68919672000637,0.1446540880503144,3.0,3.0853440676970085,4.623228644425938,6.680522342429086,0.0,74.4,0.3459119496855345,0.1686746987951807,0.072289156626506,0.0180722891566265,0.0120481927710843,0.0240963855421686,0.0060240963855421,0.0,0.3132530120481928,0.0,0.0060240963855421,0.0180722891566265,0.0301204819277108,0.1385542168674698,0.0,0.0,0.1506024096385542,0.0,0.0421686746987951
0,565,84,3,5.869047619047619,28.0,0.8214285714285714,0.955604056051831,100.4016064257028,0.2261904761904762,4.0,2.4080555555555554,4.534216021223672,5.902302429222448,6.577222222222218,42.6888888888889,0.25,0.1294117647058823,0.1176470588235294,0.0235294117647058,0.0117647058823529,0.0352941176470588,0.0235294117647058,0.0,0.3294117647058823,0.0,0.0117647058823529,0.0,0.0,0.1529411764705882,0.0235294117647058,0.0,0.1411764705882353,0.0,0.0
0,694,106,5,5.5,21.2,0.7264150943396226,0.931459666180278,122.19227313566935,0.2452830188679245,2.2,2.119350649350649,4.570387159936549,5.968671342509285,34.96026315789473,49.78947368421053,0.3773584905660377,0.1962616822429906,0.1121495327102803,0.0373831775700934,0.0093457943925233,0.0467289719626168,0.02803738317757,0.0,0.308411214953271,0.0,0.0373831775700934,0.0,0.0093457943925233,0.102803738317757,0.0093457943925233,0.0,0.0934579439252336,0.0,0.0093457943925233
0,698,97,5,5.989690721649485,19.4,0.7938144329896907,0.9495256514051432,100.94501718213058,0.1752577319587628,3.6,2.4533333333333336,4.528319626182945,6.0342348483389205,3.438291139240505,46.78987341772152,0.2989690721649484,0.1650485436893204,0.0679611650485436,0.0485436893203883,0.0,0.029126213592233,0.0097087378640776,0.0,0.3106796116504854,0.0097087378640776,0.0097087378640776,0.0194174757281553,0.0,0.174757281553398,0.0097087378640776,0.0,0.087378640776699,0.0,0.058252427184466
0,716,111,6,5.54954954954955,18.5,0.7837837837837838,0.9482704065492852,103.1941031941032,0.2162162162162162,2.5,2.304064454064454,4.852392342113316,6.192668231039567,37.56421985815601,49.51489361702128,0.3243243243243243,0.1071428571428571,0.0535714285714285,0.0714285714285714,0.0089285714285714,0.0535714285714285,0.0178571428571428,0.0,0.2589285714285714,0.0178571428571428,0.0178571428571428,0.0535714285714285,0.0267857142857142,0.1517857142857142,0.0089285714285714,0.0,0.1160714285714285,0.0267857142857142,0.0089285714285714
0,333,57,5,5.0,11.4,0.7543859649122807,0.9302875146839414,156.64160401002508,0.2105263157894736,1.6,2.0505050505050506,4.611183076438338,5.216759918046076,47.69499999999999,28.366666666666664,0.3684210526315789,0.0701754385964912,0.1403508771929824,0.0175438596491228,0.0,0.0175438596491228,0.0701754385964912,0.0,0.3157894736842105,0.0,0.0,0.0350877192982456,0.0526315789473684,0.1578947368421052,0.0,0.0,0.1228070175438596,0.0,0.0
0,511,88,5,4.977272727272728,17.6,0.7727272727272727,0.9424146272694144,130.61650992685475,0.2272727272727272,2.6,2.4001992337164757,4.572825492203766,5.824496357490404,44.42102739726028,37.96712328767124,0.3181818181818182,0.1022727272727272,0.1136363636363636,0.0795454545454545,0.0113636363636363,0.0227272727272727,0.0113636363636363,0.0,0.25,0.0,0.0227272727272727,0.0568181818181818,0.0113636363636363,0.1704545454545454,0.0113636363636363,0.0,0.1363636363636363,0.0,0.0
0,637,96,5,5.770833333333333,19.2,0.7604166666666666,0.9399938964272212,107.4561403508772,0.2395833333333333,2.4,2.7015037593984963,4.734874095831289,5.951932293084004,35.68777108433736,45.24819277108434,0.3541666666666667,0.0686274509803921,0.0588235294117647,0.0686274509803921,0.0098039215686274,0.0294117647058823,0.0294117647058823,0.0,0.2941176470588235,0.0,0.0196078431372549,0.0098039215686274,0.0,0.1568627450980392,0.0490196078431372,0.0,0.1470588235294117,0.0588235294117647,0.0
0,674,107,5,5.411214953271028,21.4,0.7476635514018691,0.9377674188184744,153.4120966319873,0.1869158878504672,3.2,2.6501955034213096,4.758287203362214,5.970622071656153,28.81544943820225,48.63370786516854,0.3364485981308411,0.1181818181818181,0.1,0.0909090909090909,0.0,0.0363636363636363,0.0,0.0,0.2363636363636363,0.0,0.0181818181818181,0.0272727272727272,0.0454545454545454,0.1727272727272727,0.0272727272727272,0.0,0.0818181818181818,0.0363636363636363,0.009090909090909
0,667,108,5,5.25925925925926,21.6,0.75,0.938557452045513,114.2263759086189,0.25,2.6,2.838888888888889,4.486116334772453,6.062027118614291,40.43394736842103,48.526315789473685,0.3611111111111111,0.091743119266055,0.0825688073394495,0.018348623853211,0.0,0.091743119266055,0.0275229357798165,0.0,0.3669724770642202,0.018348623853211,0.018348623853211,0.018348623853211,0.0275229357798165,0.1192660550458715,0.018348623853211,0.0,0.0825688073394495,0.0091743119266055,0.0091743119266055
